식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg)
눈퉁멸_육_생것_부산_5월,138,0.44,18.50,6.20,
능성어_육_생것_부산_7월,93,0.30,18.80,1.30,
다랑어류_가다랑어_육_기름담금 통조림_대표_평균,205,0.00,22.31,10.60,157
다랑어류_가다랑어_육_기름담금 통조림_수입_6월,209,1.70,20.00,293.90,
다랑어류_가다랑어_육_레토르트_수입_6월,175,7.50,12.40,9.90,
다랑어류_가다랑어_육_말린것(포)_수입_6월,372,1.60,69.30,7.70,
넙치류_넙치(광어)_육_생것_대표_6월,137,1.03,22.44,4.03,
넙치류_넙치(광어)_육_생것_대표_평균,139,0.00,22.36,3.28,49
넙치류_넙치(광어)_육_생것_여수_4월,89,0.00,19.85,0.60,
넙치류_넙치(광어)_육_생것_여수_6월,109,0.27,20.90,2.10,
넙치류_넙치(광어)_육_찐것_통영_3월,137,0.00,25.50,3.11,
넙치류_넙치(광어)_전체_말린것_수입(미국)_평균,111,0.00,22.54,1.61,82
넙치류_넙치(광어)_전체_말린것_수입(그린란드)_평균,239,0.00,18.42,17.74,103
넙치류_넙치(광어)_전체_생것_수입(미국)_평균,116,1.81,20.53,2.92,79
넙치류_넙치(광어)_전체_생것_수입(그린란드)_평균,186,0.00,14.37,13.84,80
다슬기류_다슬기_육_생것_문경_11월,78,4.00,11.90,1.20,
다슬기류_다슬기_육_생것_춘천_4월,84,4.40,12.66,1.32,
다슬기류_다슬기_전체_생것_진안_평균,66,2.31,10.81,1.20,179
다슬기류_띠구슬다슬기_육_생것_대표_11월,117,9.80,16.90,0.60,
다슬기류_염주알다슬기_육_생것_대표_11월,113,11.20,12.70,1.40,
다슬기류_좀주름다슬기_육_생것_영암_11월,88,6.00,14.00,0.50,
다슬기류_주름다슬기_육_생것_문경_11월,98,5.60,14.20,1.60,
다슬기류_참다슬기_육_생것_대표_11월,76,4.90,12.30,0.40,
다시마류_다시마_줄기_말린것_강릉_평균,110,45.20,7.40,1.10,
다시마류_다시마_줄기_생것_대표_평균,12,4.20,1.10,0.20,
다시마류_다시마_줄기_소금에 절여 저장한것_대표_평균,18,6.00,1.20,0.30,10854
다시마류_다시마_줄기_추출_대표_평균,1,0.30,0.10,0.00,31
다시마류_다시마_줄기_튀긴것_대표_평균,253,58.80,3.60,23.00,1383
다시마류_용다시마_전체_말린것_해남_7월,158,61.83,13.44,0.50,
다시마류_용다시마_전체_생것_강릉_1월,11,3.78,1.08,0.29,
다시마류_용다시마_전체_생것_해남_7월,24,9.47,2.03,0.21,234
다시마류_참다시마_전체_말린것_해남_7월,145,57.30,11.46,0.74,
다시마류_참다시마_전체_생것_해남_7월,18,7.08,1.42,0.24,233
달강어_달강어_육_생것_대표_5월,91,0.00,19.73,0.83,90
다랑어류_가다랑어_육_생것_부산_2월,127,0.30,25.90,1.80,
다랑어류_가다랑어_육_추출_대표_평균,2,0.00,0.40,,21
다랑어류_날개다랑어_육_기름담금 통조림_수입_6월,206,1.20,17.60,13.50,
대합류_북방대합_육_생것_부산_9월,62,1.00,12.00,0.80,
대황_대황_줄기_말린것_대표_평균,145,64.50,7.30,0.20,
대황_전체_생것_포항_3월,23,7.46,2.52,0.58,782
덕대_알_생것_대표_5월,250,4.20,24.05,13.92,
덕대_육_구운것_남해_평균,173,0.06,25.60,6.83,
덕대_육_구운것_대표_5월,183,19.06,14.02,4.87,
대구류_대구_육_구운것_대표_평균,114,0.20,25.20,0.20,140
대구류_대구_육_구운것_수입_평균,98,0.00,21.40,1.20,340
대구류_대구_육_데친것_수입_평균,95,0.00,20.90,1.10,110
대구류_대구_육_말린것(포)_대표_평균,312,1.80,65.40,3.00,
대구류_대구_육_생것_대표_1월,77,0.00,17.15,0.45,
대구류_대구_육_생것_대표_8월,83,0.00,18.40,0.54,
대구류_대구_육_생것_부산_5월,86,0.30,19.50,0.30,
대구류_대구_육_생것_수입_평균,79,0.00,17.21,0.68,60
대구류_대구_육_생것_포항_12월,83,0.00,18.31,0.65,
대구류_대구_육_생것_포항_3월,92,0.00,20.24,0.70,
대구류_대구_육_생것_포항_4월,92,0.00,19.99,0.83,
대구류_대구_육_생것_포항_5월,90,0.00,20.38,0.46,
대구류_대구_육_생것_포항_6월,89,0.00,20.02,0.52,
대구류_대구_육_생것_포항_8월,92,0.00,20.25,0.71,
대구류_대구_육_소금에 절여 반정도 말린것_대표_평균,223,0.00,45.10,1.10,2792
대구류_대구_육_소금에 절여 저장한것_대표_평균,101,0.10,20.00,0.70,
도다리류_도다리_육_생것_여수_6월,78,0.47,17.60,0.20,
도도바리류_도도바리_육_생것_여수_6월,95,0.48,19.42,1.20,
도루묵_육_생것_부산_5월,113,0.45,16.05,4.60,
도루묵_육_소금에 절여 말린것_대표_평균,313,0.20,44.80,9.80,1200
도화돔_육_생것_부산_3월,130,0.00,21.30,4.30,
돔류_각시돔_육_생것_부산_7월,90,0.00,20.10,0.60,
돔류_감성돔_육_생것_여수_6월,101,0.10,18.80,2.30,
돔류_강담돔_육_생것_부산_8월,93,0.00,18.90,1.40,
돔류_구갈돔_육_생것_부산_6월,89,0.00,20.40,0.30,
대구류_대구_육_튀긴것(밀가루옷)_수입_평균,153,3.10,21.90,5.90,97
"대구류_대구_육_튀긴것(튀김옷, 수분많은 반죽)_수입_평균",210,12.30,15.90,10.50,156
대구류_대구_육_튀긴것_대표_평균,118,11.10,13.70,0.80,221
대구류_대구_적색육_생것_수입_평균,74,0.03,16.90,0.64,92
대구류_빨간대구_육_생것_대표_평균,108,0.70,12.60,4.30,
대구류_은대구_육_생것_대표_평균,144,0.00,13.10,7.90,128
대두어(흑연)_육_생것_창원_8월,96,0.50,17.50,2.10,
대멸_육_데쳐서 말린것_대표_평균,303,2.50,47.40,9.80,
대멸_육_말린것_수입_6월,333,0.70,50.90,12.20,
대수리_육_생것_부산_7월,112,1.90,18.80,2.60,
대합류_대합_육_구운것_여수_평균,148,8.31,21.90,2.30,
대합류_대합_육_찐것_여수_평균,152,6.66,22.88,3.03,
대합류_대합_전체_생것_여수_평균,103,8.12,13.38,1.35,
망둑어류_문절망둑_육_생것_대표_평균,90,0.30,18.70,1.10,
망둑어류_문절망둑_육_장류를 넣고 가열하여 조린것_대표_평균,275,29.00,28.30,2.10,
망둑어류_풀망둑_육_생것_부산_8월,77,0.30,16.40,0.70,
망상어류_망상어_육_생것_여수_6월,89,0.20,18.90,0.90,
망상어류_인상어_육_생것_부산_8월,133,0.40,21.80,4.20,
매생이_전체_말린것_대표_평균,157,50.47,24.13,0.55,
매생이_전체_말린것_완도_평균,160,49.49,25.88,0.69,
매생이_전체_말린것_장흥_평균,160,51.93,24.56,0.33,
매생이_전체_생것_완도_평균,13,4.53,1.79,0.15,65
매생이_전체_생것_장흥_평균,17,5.28,2.41,0.15,
매생이_줄기_말린것_완도_1월,125,40.60,20.60,0.50,
매생이_줄기_생것_대표_평균,43,8.19,3.88,3.29,104
매퉁이류_매퉁이_육_생것_부산_5월,93,0.08,20.80,0.50,
매퉁이류_매퉁이_육_생것_여수_4월,116,0.34,22.69,2.01,
매퉁이류_툼빌매퉁이_육_생것_대표_8월,96,0.00,20.85,0.84,
돔류_금눈돔_육_생것_대표_평균,135,0.30,18.50,4.50,
돔류_긴꼬리벵에돔_육_생것_제주_9월,97,0.10,20.10,1.30,
돔류_꼽새돔_육_생것_부산_3월,102,0.10,19.00,2.30,
돔류_독돔_육_생것_부산_7월,97,0.20,20.80,0.90,
돔류_돌돔_육_생것_대표_평균,152,0.00,21.13,6.71,56
돔류_돌돔_육_생것_여수_4월,151,1.07,19.66,6.72,
돔류_돌돔_육_생것_여수_6월,86,0.39,17.82,1.00,
모자반류_모자반_전체_생것_포항_3월,22,7.38,2.58,0.23,
모자반류_모자반_줄기_말린것_대표_평균,143,45.70,15.20,1.70,
메기_육_생것_부산_10월,114,0.10,15.10,5.30,
메기_육_생것_진안_평균,124,0.11,17.23,5.40,55
멸치_육_기름담금 통조림_대표_평균,189,0.00,9.70,14.60,
멸치_육_생것_부산_9월,127,0.34,17.70,5.40,
멸치_육_젓갈(액젓)_대표_평균,39,0.00,8.60,0.10,
멸치_육_젓갈_대표_평균,106,1.78,13.60,4.40,6210
멸치_육_젓갈_신안_6월,118,0.00,14.00,6.30,
멸치_육_추출_대표_평균,0,0.00,0.10,0.00,19
멸치_전체_말린것_대표_7월,406,36.18,31.15,13.41,
멸치_전체_말린것_대표_평균,310,0.99,60.29,5.42,1455
멸치_전체_생것_거제_평균,94,0.35,20.03,0.84,
멸치_전체_생것_남해_평균,98,0.00,21.55,0.75,
멸치_전체_생것_대표_4월,117,0.21,20.04,3.39,119
멸치_전체_생것_대표_7월,135,1.51,17.69,5.79,
멸치_전체_생것_동해_평균,99,0.00,21.76,0.73,
멸치_전체_생것_동해EEZ_2월,93,0.00,19.63,1.10,
멸치_전체_쪄서 말린것_대표_7월,422,43.75,26.28,13.93,
명태_내장_젓갈(창난젓)_대표_평균,116,8.20,12.90,3.20,
명태_알_생것_대표_평균,133,2.70,20.50,3.00,
매퉁이류_황매퉁이_육_생것_부산_6월,97,0.10,20.00,1.30,
문어류_주꾸미_내장_생것_대표_4월,130,3.40,17.36,4.54,
문어류_주꾸미_알_생것_대표_3월,139,8.35,23.60,0.50,
문어류_주꾸미_알_생것_대표_4월,132,6.95,22.81,0.79,
문어류_주꾸미_육_생것__평균문어류_주꾸미_육_생것_수입_평균,44,0.13,9.25,0.47,359
문어류_주꾸미_육_생것_군산_평균,52,0.50,10.80,0.50,
문어류_주꾸미_육_생것_대표_11월,75,0.45,15.75,0.72,
문어류_주꾸미_육_생것_대표_2월,64,1.86,12.68,0.25,
문어류_주꾸미_육_생것_대표_3월,65,2.20,12.54,0.33,
모자반류_모자반_줄기_분말화한것_대표_평균,141,40.80,14.00,3.90,
모자반류_모자반_줄기_생것_대표_평균,18,6.70,1.80,0.20,
모자반류_모자반_줄기_소금에 절여 저장한것_대표_평균,18,5.40,3.10,0.20,
모자반류_지충이_전체_생것_통영_3월,30,4.40,9.17,0.25,
모자반류_큰잎모자반_전체_생것_기장_평균,43,17.48,2.96,0.46,177
목해삼_내장_생것_울릉도_평균,39,1.44,4.00,1.70,
목해삼_알_생것_울릉도_평균,33,1.02,4.70,0.92,
몽치다래_육_생것_부산_11월,159,0.50,24.08,5.90,
문어류_낙지_내장_생것_부산_6월,115,3.85,16.85,3.00,
문어류_낙지_다리_데친것_대표_6월,89,0.82,18.09,1.01,243
문어류_낙지_다리_생것_부산_6월,68,1.32,13.53,0.62,
문어류_낙지_몸통_생것_부산_6월,65,1.36,12.44,0.75,
문어류_낙지_육_생것__평균문어류_낙지_육_생것_수입_평균,46,0.00,8.44,1.06,187
문어류_낙지_육_생것_대표_평균,81,0.00,16.30,0.43,479
미역류_미역_줄기_분말화한것_대표_평균,149,52.40,10.70,1.80,
미역류_미역_줄기_생것_대표_평균,13,3.70,1.68,0.29,361
미역류_미역_줄기_생것_부산_1월,14,4.40,2.10,0.20,
미역류_미역_줄기_생것_부산_평균,15,4.40,2.10,0.20,1025
미역류_미역_줄기_생것_완도_평균,10,2.81,1.34,0.27,41
미역류_미역_줄기_소금에 절여 저장한것_대표_평균,38,8.80,6.00,0.90,13000
미역류_미역_줄기_튀긴것_대표_평균,314,46.21,9.75,38.02,1038
미역류_쇠미역_전체_말린것_여수_평균,120,37.59,17.81,1.01,
미역류_쇠미역_전체_생것_여수_평균,12,3.71,1.68,0.28,
민어_알_소금에 절여 저장한것_대표_평균,315,0.00,35.10,15.90,711
"민어_암컷,육_조미하여 말린것_대표_평균",111,0.00,23.40,0.80,140
민어_육_구운것_대표_평균,111,0.00,23.40,0.80,140
민어_육_생것_대표_4월,95,0.00,19.04,1.51,32
민어_육_생것_대표_8월,89,4.16,14.31,1.21,
문어류_주꾸미_육_생것_대표_4월,70,1.58,13.78,0.61,
문어류_참문어_육_생것_여수_6월,56,0.12,12.68,0.20,
물메기_육_생것_부산_6월,78,0.10,16.40,0.90,
물치다래_육_생것_부산_7월,168,0.10,23.40,7.30,
미더덕류_미더덕_육_생것_부산_5월,46,4.08,4.30,1.20,
미더덕류_미더덕_육_생것_부산_6월,47,2.44,5.80,1.38,
"미더덕류_주름미더덕(오만둥이)_양식,육_생것_대표_평균",32,0.27,5.43,0.83,558
미더덕류_주름미더덕(오만둥이)_육_생것_부산_5월,54,2.31,8.99,0.70,
볼락류_탁자볼락_육_생것_포항_3월,85,0.30,19.70,0.10,
보리멸류_보리멸_육_생것_여수_평균,93,0.00,19.50,1.10,
보리멸류_보리멸_육_얼린것_대표_평균,109,0.30,19.60,1.50,161
복류_검복_육_생것_양양_6월,94,0.10,21.50,0.30,
복류_검복_육_조미하여 말린것_대표_평균,313,17.60,47.70,2.30,
복류_국매리복_육_생것_군산_5월,91,0.20,20.70,0.30,
복류_국매리복_육_생것_해남_11월,96,0.86,20.94,0.45,82
복류_까치복_육_생것_군산_6월,85,0.50,19.30,0.20,
복류_까칠복_육_생것_포항_11월,85,0.10,19.30,0.30,
복류_매리복_육_생것_여수_6월,88,0.42,19.80,0.30,
복류_밀복_육_생것_부산_3월,80,0.10,17.30,0.70,
복류_자주복_육_생것_포항_6월,83,0.40,18.80,0.20,
복류_졸복_육_생것_진주_평균,83,0.50,18.90,0.10,
복류_흰점복_육_생것_부산_평균,72,0.00,15.90,0.50,
볼기우럭_육_생것_부산_6월,129,0.00,18.70,5.30,
볼락류_개볼락_육_생것_여수_6월,88,0.05,19.15,0.70,
볼락류_누루시볼락_육_생것_부산_4월,149,0.00,22.40,5.80,
볼락류_누루시볼락_육_생것_울릉도_5월,106,0.00,20.90,1.92,119
볼락류_볼락_육_구운것_대표_평균,121,0.00,22.23,1.62,89
볼락류_볼락_육_생것_여수_6월,93,0.60,19.30,1.00,
보구치_육_생것_대표_3월,190,0.00,19.42,1.75,
보구치_육_생것_대표_4월,106,0.00,19.35,2.55,
새우류_중하_육_데쳐서 말린것_대표_평균,300,2.90,54.40,6.20,
새우류_중하_육_생것_부산_평균,94,0.10,20.10,0.90,
새우류_중하_육_젓갈_대표_평균,98,0.30,15.80,2.60,
새우류_중하_육_조미하여 말린것_대표_평균,331,46.70,28.50,2.00,
새우류_중하_육_통조림_대표_평균,105,0.60,21.50,0.70,540
새우류_중하_전체_말린것_대표_평균,273,3.82,49.38,5.21,2380
새다래_육_생것_부산_5월,104,0.00,18.90,2.60,
새우류_각시흰새우_육_생것_부산_10월,85,1.00,15.70,1.60,
새우류_그라비새우_육_생것_대표_8월,89,0.00,19.48,0.76,278
새우류_긴뿔천길새우_육_생것_대표_평균,92,0.00,20.00,0.80,
새우류_꽃새우_육_삶아서 말린것_대표_평균,307,4.10,55.50,5.90,
새우류_꽃새우_육_생것_대표_평균,127,0.60,22.00,2.00,
새우류_꽃새우_육_장류를 넣고 가열하여 조린것_대표_평균,255,25.80,25.90,2.60,
새우류_꽃새우_육_찐것_대표_평균,132,1.52,22.78,1.70,947
"새우류_꽃새우_육_튀긴것(튀김옷, 수분많은 반죽)_대표_평균",242,11.47,21.39,12.28,344
새우류_꽃새우_전체_말린것_대표_평균,341,7.58,56.31,7.70,817
새우류_대롱수염새우_육_생것_동해EEZ_2월,99,1.00,21.38,0.49,303
새우류_대롱수염새우_육_생것_부산_6월,98,3.92,17.92,0.63,
새우류_대하_육_말린것_대표_평균,400,15.60,62.40,3.50,620
새우류_대하_육_생것_인천_평균,82,0.10,18.10,0.60,
새우류_마루자주새우_육_생것_대표_8월,80,0.92,15.15,1.30,
새조개_육_조미하여 말린것_대표_평균,333,7.90,57.90,4.10,
새조개_전체_생것_남해_4월,63,0.16,9.77,2.24,
새조개_전체_생것_여수_4월,67,3.01,9.94,1.36,
서대류_각시서대_육_생것_여수_6월,95,0.22,18.40,1.80,
서대류_개서대_육_생것_여수_6월,85,0.00,19.25,0.40,
서대류_궁제기서대_육_생것_부산_3월,91,0.10,18.90,1.20,
서대류_참서대_육_생것_부산_5월,84,0.50,18.60,0.40,
서대류_참서대_육_소금에 절여 말린것_수입_8월,107,0.60,22.50,1.00,
석묵_석묵_줄기_말린것_대표_평균,148,63.90,9.60,0.20,
새우류_부채새우_육_생것_부산_5월,65,0.00,13.70,0.80,
새우류_북쪽분홍새우_육_생것_강릉_9월,100,0.90,18.50,0.90,
새우류_새우_껍질_생것_대표_평균,323,6.10,44.00,11.90,
새우류_새우_육_말린것을 볶은것_대표_평균,380,28.50,23.40,13.40,981
새우류_새우_육_젓갈_대표_평균,44,1.20,8.09,0.32,8003
"새우류_새우_육_튀긴것(튀김옷, 수분많은 반죽)_대표_평균",263,28.84,6.43,13.53,392
새우류_젓새우_육_생것_목포_평균,62,2.60,9.60,1.20,
새우류_젓새우_육_젓갈_대표_평균,55,0.70,10.40,0.90,
새우류_젓새우_육_조린것_대표_평균,255,35.10,19.10,1.80,2700
새우류_젓새우_전체_젓갈(육젓)_대표_평균,70,1.15,12.38,1.35,6338
새우류_젓새우_전체_젓갈(추젓)_대표_평균,60,1.76,10.42,0.91,6274
새우류_줄새우_육_생것_대표_평균,91,1.15,17.83,1.18,
새우류_줄새우_전체_생것_대표_평균,92,1.92,15.15,2.19,
숭어류_숭어_육_생것_통영_3월,151,0.26,18.50,7.64,
숭어류_숭어_육_생것_통영_4월,134,1.13,16.98,6.17,
숭어류_숭어_육_생것_통영_6월,94,0.38,18.35,1.56,
숭어류_숭어_육_생것_통영_7월,128,0.17,19.35,4.88,
숭어류_숭어_육_생것_통영_8월,124,0.00,20.17,4.18,
숭어류_숭어_육_생것_통영_9월,130,0.00,20.60,4.58,
쌍동가리_육_생것_부산_6월,101,0.00,20.80,1.40,
쌍뿔달재_육_생것_부산_4월,75,0.10,16.90,0.40,
쏘가리_육_구운것_진안_평균,139,0.14,26.75,2.70,
쏘가리_육_생것_금산_평균,106,0.00,20.21,2.20,56
쏘가리_육_생것_대전_평균,111,0.00,17.20,4.10,
쏘가리_육_생것_대표_11월,109,0.00,20.72,1.92,
쏘가리_육_생것_대표_12월,124,0.00,19.93,4.23,
쏘가리_육_생것_대표_5월,124,0.00,21.65,3.46,
쏘가리_육_생것_대표_6월,99,0.00,19.69,1.69,
"송어류_송어_양식,전체_튀긴것(튀김옷, 수분많은 반죽)_수입_평균",207,3.20,20.10,12.60,396
송어류_송어_육_구운것_진안_평균,170,0.00,28.35,5.33,
송어류_송어_육_말린것_진안_평균,461,1.81,72.52,15.69,
송어류_송어_육_생것_양양_5월,121,0.10,21.00,3.40,
송어류_송어_육_생것_진안_평균,122,0.00,20.75,3.66,40
송어류_송어_육_소금에 절여 저장한것_대표_평균,260,0.80,36.00,8.40,
송어류_송어_육_젓갈_대표_평균,156,0.00,24.80,6.30,4049
쏘가리_육_찐것_진안_평균,125,0.01,24.42,2.37,36
쏙류_쏙_육_생것_보령_10월,85,3.70,14.90,0.80,
쏨뱅이류_고무꺽정이_육_생것_대표_평균,78,0.50,16.89,0.53,
쏨뱅이류_고무꺽정이_육_생것_동해EEZ_2월,75,0.35,16.19,0.59,
쏨뱅이류_고무꺽정이_육_생것_포항_5월,81,2.20,16.30,0.30,
쏨뱅이류_실줄고기_육_생것_대표_8월,86,0.00,19.23,0.52,
쏨뱅이류_쏨뱅이_육_생것_여수_6월,90,0.13,19.87,0.60,
쏨뱅이류_주먹물수베기_육_생것_대표_평균,106,0.00,15.20,4.50,
쏨뱅이류_주먹물수베기_육_생것_여수_4월,99,0.83,14.08,3.86,
쑤기미_육_생것_여수_6월,84,0.53,18.47,0.40,
아귀류_아귀_간_생것_부산_9월,432,5.20,10.40,39.00,
아귀류_아귀_육_생것_대표_5월,77,0.00,17.65,0.29,
아귀류_아귀_육_생것_대표_평균,63,0.50,14.10,0.20,
아귀류_황아귀_육_생것_대표_10월,138,0.58,14.29,0.19,
아귀류_황아귀_육_생것_대표_11월,143,0.00,15.08,0.16,
아귀류_황아귀_육_생것_대표_12월,131,1.04,13.35,0.19,
아귀류_황아귀_육_생것_대표_1월,150,0.00,15.83,0.24,
숭어류_숭어_육_생것_부산_5월,107,0.40,21.67,1.50,
숭어류_숭어_육_생것_통영_10월,125,0.00,19.01,4.71,
숭어류_숭어_육_생것_통영_11월,135,0.44,19.27,5.51,
숭어류_숭어_육_생것_통영_12월,156,0.00,19.04,8.04,
숭어류_숭어_육_생것_통영_2월,125,0.00,18.81,4.83,
임연수어_육_생것_여수_4월,128,0.47,18.15,5.22,
임연수어_육_생것_포항_평균,152,0.50,19.60,7.10,
임연수어_육_소금에 절여 저장한것_대표_평균,220,0.20,17.60,13.10,151
잉어_내장_생것_대표_평균,286,1.30,9.00,25.90,95
잉어_육_구운것_진안_평균,128,0.00,27.56,1.24,
잉어_육_삶은것_대표_평균,211,0.20,19.20,13.40,47
오징어류_오징어_전체_말린것_수입(베트남)_평균,291,2.50,60.10,4.50,
오징어류_오징어_전체_삶은것_수입_평균,80,2.00,17.40,1.20,40
오징어류_오징어_전체_생것_수입(스페인)_평균,73,0.00,16.30,0.90,44
오징어류_오징어_전체_생것_수입(베트남)_평균,72,1.09,14.00,1.47,137
